worker_id,platform,city,experience,vehicle,monthly_gross,monthly_net,monthly_incentives,monthly_hours,monthly_trips,avg_effective_hourly,avg_efficiency,avg_idle_mins,claimed_monthly,gap_score,net_gap_score,effective_hourly,vs_min_wage,below_min_wage,incentive_dependency,cluster,persona
W00544,Zomato,Hyderabad,6-12 months,Bike,15393.46,10713.46,1468.86,260,431,41.18,35.68,333.38,35000,56.0,69.4,41.21,-12.79,True,9.5,3,Surviving
W00545,Zomato,Hyderabad,1-2 years,Car,18288.76,9771.46,1802.63,263,503,35.86,36.17,303.27,35000,47.7,72.1,37.15,-16.85,True,9.9,3,Surviving
W00546,Zomato,Chennai,2+ years,Bike,18535.95,13907.95,1992.18,259,545,54.53,34.01,279.73,35000,47.0,60.3,53.7,-0.3,True,10.7,3,Surviving
W00547,Zomato,Delhi,< 6 months,Bike,16132.53,11140.53,1501.79,250,415,44.15,38.95,319.08,35000,53.9,68.2,44.56,-9.44,True,9.3,3,Surviving
W00548,Zomato,Delhi,2+ years,Bike,22649.97,17657.97,2342.7,255,562,69.17,40.19,273.65,35000,35.3,49.5,69.25,15.25,False,10.3,1,Stable
W00549,Zomato,Mumbai,6-12 months,Bicycle,18133.53,17613.53,1638.61,254,427,68.92,42.43,326.69,35000,48.2,49.7,69.34,15.34,False,9.0,1,Stable
W00550,Zomato,Hyderabad,< 6 months,Bike,13903.3,9223.3,1274.09,265,376,34.76,36.81,366.19,35000,60.3,73.6,34.8,-19.2,True,9.2,3,Surviving
W00551,Zomato,Hyderabad,1-2 years,Bike,18797.52,14117.52,1691.72,245,517,57.37,36.28,264.23,35000,46.3,59.7,57.62,3.62,False,9.0,3,Surviving
W00552,Zomato,Hyderabad,2+ years,Bike,21130.96,16450.96,2186.99,247,577,66.78,36.68,239.35,35000,39.6,53.0,66.6,12.6,False,10.3,1,Stable
W00553,Zomato,Bengaluru,< 6 months,Bike,15251.36,10363.36,1253.92,269,378,37.85,40.14,373.85,35000,56.4,70.4,38.53,-15.47,True,8.2,3,Surviving
W00554,Zomato,Mumbai,2+ years,Bike,26642.78,21572.78,2830.86,266,609,81.18,43.68,278.54,35000,23.9,38.4,81.1,27.1,False,10.6,1,Stable
W00555,Zomato,Delhi,1-2 years,Bike,21004.4,16012.4,1950.95,267,538,60.08,39.09,307.27,35000,40.0,54.3,59.97,5.97,False,9.3,3,Surviving
W00556,Zomato,Hyderabad,1-2 years,Bike,19028.28,14348.28,1876.67,257,524,56.6,36.22,296.31,35000,45.6,59.0,55.83,1.83,False,9.9,3,Surviving
W00557,Zomato,Bengaluru,2+ years,Bike,23029.52,18141.52,2232.38,263,561,69.29,41.16,289.15,35000,34.2,48.2,68.98,14.98,False,9.7,1,Stable
W00558,Zomato,Chennai,2+ years,Car,20640.83,12180.43,2057.38,270,612,45.11,33.6,282.54,35000,41.0,65.2,45.11,-8.89,True,10.0,3,Surviving
W00559,Zomato,Bengaluru,1-2 years,Bike,21819.82,16931.82,2127.32,263,529,64.49,41.18,302.38,35000,37.7,51.6,64.38,10.38,False,9.7,1,Stable
W00560,Zomato,Hyderabad,6-12 months,Bicycle,15063.19,14543.19,1262.56,246,421,58.84,35.63,312.19,35000,57.0,58.4,59.12,5.12,False,8.4,3,Surviving
W00561,Zomato,Chennai,6-12 months,Bike,16849.77,12221.77,1665.24,269,505,44.47,33.21,323.42,35000,51.9,65.1,45.43,-8.57,True,9.9,3,Surviving
W00562,Zomato,Mumbai,< 6 months,Bike,17502.45,12432.45,1641.14,255,405,48.46,42.97,329.73,35000,50.0,64.5,48.75,-5.25,True,9.4,3,Surviving
W00563,Zomato,Mumbai,6-12 months,Bike,18815.34,13745.34,1464.55,254,443,53.26,42.37,313.19,35000,46.2,60.7,54.12,0.12,False,7.8,3,Surviving
W00564,Zomato,Bengaluru,6-12 months,Bike,19818.31,14930.31,2067.91,269,487,54.73,40.45,330.54,35000,43.4,57.3,55.5,1.5,False,10.4,3,Surviving
W00565,Zomato,Mumbai,6-12 months,Car,20174.69,11063.25,1799.53,256,478,42.48,42.0,304.58,35000,42.4,68.4,43.22,-10.78,True,8.9,3,Surviving
W00566,Zomato,Hyderabad,6-12 months,Bike,16888.89,12208.89,1772.22,261,456,45.96,37.16,323.77,35000,51.7,65.1,46.78,-7.22,True,10.5,3,Surviving
W00567,Zomato,Chennai,6-12 months,Bicycle,16506.9,15986.9,1698.18,258,482,62.3,34.33,306.77,35000,52.8,54.3,61.96,7.96,False,10.3,1,Stable
W00568,Zomato,Hyderabad,1-2 years,Bike,16584.07,11904.07,1401.72,250,468,47.41,35.52,301.5,35000,52.6,66.0,47.62,-6.38,True,8.5,3,Surviving
W00569,Zomato,Hyderabad,6-12 months,Car,17066.7,8563.26,1523.3,256,466,33.33,36.47,310.77,35000,51.2,75.5,33.45,-20.55,True,8.9,3,Surviving
W00570,Zomato,Mumbai,< 6 months,Bike,16890.01,11820.01,1433.48,262,393,44.88,43.25,355.81,35000,51.7,66.2,45.11,-8.89,True,8.5,3,Surviving
W00571,Zomato,Mumbai,2+ years,Bike,25592.57,20522.57,2410.54,259,600,78.27,42.46,266.85,35000,26.9,41.4,79.24,25.24,False,9.4,1,Stable
W00572,Zomato,Chennai,1-2 years,Bike,16917.92,12289.92,1392.31,259,504,47.54,33.54,303.08,35000,51.7,64.9,47.45,-6.55,True,8.2,3,Surviving
W00573,Zomato,Delhi,6-12 months,Bike,18094.84,13102.84,1564.32,248,460,52.45,39.35,292.96,35000,48.3,62.6,52.83,-1.17,True,8.6,3,Surviving
W00574,Zomato,Hyderabad,2+ years,Bike,23226.34,18546.34,2461.97,268,638,69.38,36.32,270.65,35000,33.6,47.0,69.2,15.2,False,10.6,1,Stable
W00575,Zomato,Bengaluru,2+ years,Bike,22427.37,17539.37,2183.25,253,553,68.66,40.58,272.27,35000,35.9,49.9,69.33,15.33,False,9.7,1,Stable
W00576,Zomato,Hyderabad,6-12 months,Bike,17018.78,12338.78,1631.18,247,472,49.2,35.87,295.38,35000,51.4,64.7,49.95,-4.05,True,9.6,3,Surviving
W00577,Zomato,Bengaluru,6-12 months,Car,19720.03,10791.63,1930.41,259,482,41.25,40.7,306.38,35000,43.7,69.2,41.67,-12.33,True,9.8,3,Surviving
W00578,Zomato,Hyderabad,6-12 months,Bike,16332.44,11652.44,1697.11,259,447,44.71,36.33,320.46,35000,53.3,66.7,44.99,-9.01,True,10.4,3,Surviving
W00579,Zomato,Chennai,1-2 years,Car,17809.87,9349.47,1776.17,253,522,36.31,34.06,281.5,35000,49.1,73.3,36.95,-17.05,True,10.0,3,Surviving
W00580,Zomato,Bengaluru,6-12 months,Bike,18708.49,13820.49,1680.26,263,468,51.76,40.3,318.88,35000,46.5,60.5,52.55,-1.45,True,9.0,3,Surviving
W00581,Zomato,Delhi,< 6 months,Bike,14831.12,9839.12,1125.43,259,384,37.76,38.63,350.27,35000,57.6,71.9,37.99,-16.01,True,7.6,3,Surviving
W00582,Zomato,Mumbai,1-2 years,Bicycle,22010.79,21490.79,2285.7,253,516,85.24,42.55,290.15,35000,37.1,38.6,84.94,30.94,False,10.4,1,Stable
W00583,Zomato,Hyderabad,< 6 months,Car,14952.24,6503.99,1517.27,257,410,25.43,36.35,334.54,35000,57.3,81.4,25.31,-28.69,True,10.1,3,Surviving
W00584,Zomato,Bengaluru,< 6 months,Bicycle,16078.49,15558.49,1247.32,276,401,56.43,39.89,380.35,35000,54.1,55.5,56.37,2.37,False,7.8,3,Surviving
W00585,Zomato,Delhi,6-12 months,Bike,20206.32,15214.32,1901.17,267,510,56.93,39.65,305.73,35000,42.3,56.5,56.98,2.98,False,9.4,3,Surviving
W00586,Zomato,Delhi,< 6 months,Bike,14767.06,9811.68,1154.54,249,375,38.82,39.4,338.88,35000,57.8,72.0,39.4,-14.6,True,7.8,3,Surviving
W00587,Zomato,Chennai,< 6 months,Bike,13347.85,8719.85,1184.65,269,402,32.09,33.28,362.69,35000,61.9,75.1,32.42,-21.58,True,8.9,3,Surviving
W00588,Zomato,Hyderabad,1-2 years,Bike,19826.99,15146.99,1691.71,268,551,55.73,35.84,302.5,35000,43.4,56.7,56.52,2.52,False,8.5,3,Surviving
W00589,Zomato,Mumbai,6-12 months,Car,19741.51,10485.51,1641.52,254,462,40.72,42.67,309.38,35000,43.6,70.0,41.28,-12.72,True,8.3,3,Surviving
W00590,Zomato,Bengaluru,< 6 months,Bike,16534.8,11646.8,1573.02,272,407,42.98,40.44,365.31,35000,52.8,66.7,42.82,-11.18,True,9.5,3,Surviving
W00591,Zomato,Chennai,< 6 months,Car,12789.37,4508.56,1214.16,259,386,17.27,33.1,345.15,35000,63.5,87.1,17.41,-36.59,True,9.5,3,Surviving
W00592,Zomato,Delhi,6-12 months,Car,16995.84,7891.48,1359.1,252,436,31.54,38.88,313.65,35000,51.4,77.5,31.32,-22.68,True,8.0,3,Surviving
W00593,Zomato,Bengaluru,2+ years,Bike,23079.79,18191.79,2282.59,258,573,70.1,40.25,271.35,35000,34.1,48.0,70.51,16.51,False,9.9,1,Stable
W00594,Zomato,Mumbai,1-2 years,Bike,24050.28,18980.28,2183.64,281,564,67.3,42.88,316.65,35000,31.3,45.8,67.55,13.55,False,9.1,1,Stable
W00595,Zomato,Hyderabad,6-12 months,Bike,17286.07,12606.07,1674.98,258,471,49.06,36.63,311.46,35000,50.6,64.0,48.86,-5.14,True,9.7,3,Surviving
W00596,Zomato,Chennai,< 6 months,Car,13139.03,5083.27,1128.13,259,395,19.07,32.87,349.58,35000,62.5,85.5,19.63,-34.37,True,8.6,3,Surviving
W00597,Zomato,Delhi,6-12 months,Bike,17851.81,12859.81,1626.92,264,453,48.6,39.41,333.77,35000,49.0,63.3,48.71,-5.29,True,9.1,3,Surviving
W00598,Zomato,Mumbai,6-12 months,Bike,19286.58,14216.58,1821.31,252,449,56.23,42.93,312.04,35000,44.9,59.4,56.42,2.42,False,9.4,3,Surviving
W00599,Zomato,Mumbai,1-2 years,Bike,24944.34,19874.34,2546.51,256,573,78.53,43.53,269.81,35000,28.7,43.2,77.63,23.63,False,10.2,1,Stable
W00600,Zomato,Hyderabad,6-12 months,Bike,17673.48,13046.07,1865.57,252,481,51.72,36.27,294.42,35000,49.5,62.7,51.77,-2.23,True,10.6,3,Surviving
W00601,Zomato,Bengaluru,1-2 years,Car,22270.23,13341.83,2311.05,260,537,51.24,41.67,300.15,35000,36.4,61.9,51.31,-2.69,True,10.4,3,Surviving
W00602,Zomato,Hyderabad,6-12 months,Car,17767.22,9219.35,1487.78,271,493,33.58,35.95,325.88,35000,49.2,73.7,34.02,-19.98,True,8.4,3,Surviving
W00603,Zomato,Delhi,2+ years,Bike,23520.57,18528.57,2353.64,258,608,71.43,38.72,265.04,35000,32.8,47.1,71.82,17.82,False,10.0,1,Stable
W00604,Zomato,Bengaluru,1-2 years,Bike,22800.15,17912.15,2306.68,264,548,68.36,41.63,295.65,35000,34.9,48.8,67.85,13.85,False,10.1,1,Stable
W00605,Zomato,Delhi,6-12 months,Car,18652.69,9537.09,1869.6,269,470,35.23,39.42,334.42,35000,46.7,72.8,35.45,-18.55,True,10.0,3,Surviving
W00606,Zomato,Hyderabad,2+ years,Bike,21720.55,17040.55,2128.81,260,600,64.93,36.07,267.04,35000,37.9,51.3,65.54,11.54,False,9.8,1,Stable
W00607,Zomato,Hyderabad,6-12 months,Bike,17815.9,13135.9,1790.57,261,483,50.67,36.73,309.69,35000,49.1,62.5,50.33,-3.67,True,10.1,3,Surviving
W00608,Zomato,Mumbai,2+ years,Bike,25775.19,20705.19,2139.16,265,602,78.21,42.86,277.08,35000,26.4,40.8,78.13,24.13,False,8.3,1,Stable
W00609,Zomato,Bengaluru,< 6 months,Bike,14518.67,9630.67,1153.15,243,362,39.46,40.07,329.04,35000,58.5,72.5,39.63,-14.37,True,7.9,3,Surviving
W00610,Zomato,Delhi,2+ years,Bike,23473.45,18481.45,2295.45,273,602,67.35,39.14,294.0,35000,32.9,47.2,67.7,13.7,False,9.8,1,Stable
W00611,Zomato,Mumbai,6-12 months,Bike,19222.63,14152.63,1729.93,257,452,54.86,42.54,318.42,35000,45.1,59.6,55.07,1.07,False,9.0,3,Surviving
W00612,Zomato,Bengaluru,1-2 years,Bike,20880.65,15992.65,1982.14,258,511,62.06,40.72,295.58,35000,40.3,54.3,61.99,7.99,False,9.5,3,Surviving
W00613,Zomato,Hyderabad,1-2 years,Car,17712.45,9158.45,1714.2,251,486,36.03,36.41,293.62,35000,49.4,73.8,36.49,-17.51,True,9.7,3,Surviving
W00614,Zomato,Bengaluru,1-2 years,Bike,22038.68,17150.68,2141.01,253,533,68.51,41.36,277.65,35000,37.0,51.0,67.79,13.79,False,9.7,1,Stable
W00615,Zomato,Bengaluru,6-12 months,Car,21059.93,12131.53,2135.27,272,514,43.54,41.02,319.96,35000,39.8,65.3,44.6,-9.4,True,10.1,3,Surviving
W00616,Zomato,Delhi,< 6 months,Car,13988.22,4991.17,1018.69,251,369,19.05,38.11,342.58,35000,60.0,85.7,19.89,-34.11,True,7.3,3,Surviving
W00617,Zomato,Bengaluru,< 6 months,Bike,17344.7,12456.7,1562.49,264,427,46.53,40.5,339.69,35000,50.4,64.4,47.18,-6.82,True,9.0,3,Surviving
W00618,Zomato,Bengaluru,1-2 years,Bike,22707.05,17819.05,2420.94,267,542,66.17,41.88,302.35,35000,35.1,49.1,66.74,12.74,False,10.7,1,Stable
W00619,Zomato,Mumbai,1-2 years,Bike,24324.77,19254.77,2446.54,279,564,69.26,42.97,318.42,35000,30.5,45.0,69.01,15.01,False,10.1,1,Stable
W00620,Zomato,Chennai,1-2 years,Bike,18053.36,13425.36,1748.75,248,540,53.88,33.26,266.0,35000,48.4,61.6,54.13,0.13,False,9.7,3,Surviving
W00621,Zomato,Mumbai,1-2 years,Bike,22523.15,17453.15,2045.5,246,526,72.21,42.54,276.62,35000,35.6,50.1,70.95,16.95,False,9.1,1,Stable
W00622,Zomato,Bengaluru,6-12 months,Bike,19272.14,14384.14,1947.52,258,468,55.19,41.14,315.0,35000,44.9,58.9,55.75,1.75,False,10.1,3,Surviving
W00623,Zomato,Mumbai,2+ years,Bike,27589.27,22519.27,2952.01,257,635,87.92,43.53,248.58,35000,21.2,35.7,87.62,33.62,False,10.7,1,Stable
W00624,Zomato,Delhi,6-12 months,Bike,19457.36,14465.36,1968.9,265,487,54.27,39.83,319.35,35000,44.4,58.7,54.59,0.59,False,10.1,3,Surviving
W00625,Zomato,Bengaluru,6-12 months,Bike,19447.17,14559.17,1777.55,271,476,54.1,40.76,338.92,35000,44.4,58.4,53.72,-0.28,True,9.1,3,Surviving
W00626,Zomato,Delhi,2+ years,Bicycle,22620.82,22100.82,2252.11,256,573,86.14,39.43,273.92,35000,35.4,36.9,86.33,32.33,False,10.0,1,Stable
W00627,Zomato,Mumbai,6-12 months,Bike,19798.77,14728.77,1635.4,248,465,59.29,42.7,292.27,35000,43.4,57.9,59.39,5.39,False,8.3,3,Surviving
W00628,Zomato,Hyderabad,2+ years,Bike,20611.05,15931.05,1910.67,259,566,62.08,36.24,274.88,35000,41.1,54.5,61.51,7.51,False,9.3,3,Surviving
W00629,Zomato,Chennai,1-2 years,Bike,17514.84,12886.84,1707.09,260,519,49.58,33.8,293.81,35000,50.0,63.2,49.56,-4.44,True,9.7,3,Surviving
W00630,Zomato,Mumbai,6-12 months,Bike,19908.14,14838.14,1942.61,263,454,56.21,43.83,331.69,35000,43.1,57.6,56.42,2.42,False,9.8,3,Surviving
W00631,Zomato,Mumbai,< 6 months,Bike,17940.54,12918.67,1528.44,269,423,47.32,42.04,357.38,35000,48.7,63.1,48.02,-5.98,True,8.5,3,Surviving
W00632,Zomato,Mumbai,< 6 months,Bicycle,15930.65,15410.65,1565.71,260,364,59.22,43.49,362.42,35000,54.5,56.0,59.27,5.27,False,9.8,3,Surviving
W00633,Zomato,Mumbai,2+ years,Bike,25095.35,20025.35,2396.88,268,586,74.52,42.5,285.12,35000,28.3,42.8,74.72,20.72,False,9.6,1,Stable
W00634,Zomato,Hyderabad,6-12 months,Car,16169.24,7842.43,1661.56,249,438,30.88,36.59,311.15,35000,53.8,77.6,31.5,-22.5,True,10.3,3,Surviving
W00635,Zomato,Mumbai,6-12 months,Bike,20001.52,14931.52,1915.8,254,463,59.65,43.14,304.69,35000,42.9,57.3,58.79,4.79,False,9.6,3,Surviving
W00636,Zomato,Chennai,2+ years,Bike,21055.72,16427.72,2126.3,261,612,61.77,34.22,263.27,35000,39.8,53.1,62.94,8.94,False,10.1,1,Stable
W00637,Zomato,Mumbai,2+ years,Bike,25314.62,20244.62,2552.28,266,590,75.68,42.65,288.19,35000,27.7,42.2,76.11,22.11,False,10.1,1,Stable
W00638,Zomato,Delhi,2+ years,Car,23351.41,14235.81,2285.91,273,593,51.86,39.28,289.38,35000,33.3,59.3,52.15,-1.85,True,9.8,3,Surviving
W00639,Zomato,Bengaluru,6-12 months,Car,20381.71,11453.31,2143.41,261,490,43.41,41.53,312.12,35000,41.8,67.3,43.88,-10.12,True,10.5,3,Surviving
W00640,Zomato,Delhi,< 6 months,Bike,14696.48,9704.48,1241.74,260,377,37.66,38.87,352.38,35000,58.0,72.3,37.32,-16.68,True,8.4,3,Surviving
W00641,Zomato,Bengaluru,1-2 years,Bike,22107.58,17219.58,2384.91,260,533,65.86,41.35,286.96,35000,36.8,50.8,66.23,12.23,False,10.8,1,Stable
W00642,Zomato,Hyderabad,6-12 months,Bike,17290.33,12610.33,1582.15,261,475,47.94,36.52,315.08,35000,50.6,64.0,48.32,-5.68,True,9.2,3,Surviving
W00643,Zomato,Hyderabad,< 6 months,Bike,12524.37,7844.37,1127.65,245,339,31.99,36.73,342.08,35000,64.2,77.6,32.02,-21.98,True,9.0,3,Surviving
W00644,Zomato,Mumbai,2+ years,Bike,25485.11,20415.11,2527.56,259,594,78.86,42.78,266.0,35000,27.2,41.7,78.82,24.82,False,9.9,1,Stable
W00645,Zomato,Delhi,< 6 months,Bike,16158.31,11166.31,1513.41,261,413,42.22,38.87,342.69,35000,53.8,68.1,42.78,-11.22,True,9.4,3,Surviving
W00646,Zomato,Mumbai,1-2 years,Car,23288.84,14032.84,2547.54,262,526,52.43,44.17,298.5,35000,33.5,59.9,53.56,-0.44,True,10.9,3,Surviving
W00647,Zomato,Bengaluru,6-12 months,Bike,18293.01,13405.01,1542.42,236,450,56.41,40.74,273.31,35000,47.7,61.7,56.8,2.8,False,8.4,3,Surviving
W00648,Zomato,Chennai,< 6 months,Bike,11929.42,7301.42,1060.95,249,354,28.61,33.82,342.69,35000,65.9,79.1,29.32,-24.68,True,8.9,3,Surviving
W00649,Zomato,Chennai,6-12 months,Bike,15146.0,10518.0,1485.86,258,450,40.09,33.46,321.38,35000,56.7,69.9,40.77,-13.23,True,9.8,3,Surviving
W00650,Zomato,Hyderabad,6-12 months,Car,17075.44,8521.44,1724.34,264,466,31.73,36.55,327.65,35000,51.2,75.7,32.28,-21.72,True,10.1,3,Surviving
W00651,Zomato,Hyderabad,< 6 months,Car,14248.4,5771.44,1249.4,257,396,22.69,35.95,339.08,35000,59.3,83.5,22.46,-31.54,True,8.8,3,Surviving
W00652,Zomato,Hyderabad,1-2 years,Car,18351.76,9797.76,1869.41,264,503,37.04,36.23,315.38,35000,47.6,72.0,37.11,-16.89,True,10.2,3,Surviving
W00653,Zomato,Hyderabad,6-12 months,Car,16755.43,8272.11,1609.89,248,453,32.93,36.88,296.23,35000,52.1,76.4,33.36,-20.64,True,9.6,3,Surviving
W00654,Zomato,Chennai,6-12 months,Bike,15130.56,10502.56,1455.36,271,454,38.91,33.13,344.0,35000,56.8,70.0,38.75,-15.25,True,9.6,3,Surviving
W00655,Zomato,Delhi,2+ years,Car,25249.77,16134.17,2419.53,263,649,62.05,38.82,255.81,35000,27.9,53.9,61.35,7.35,False,9.6,3,Surviving
W00656,Zomato,Chennai,1-2 years,Bike,18149.77,13521.77,1859.62,264,530,50.81,34.09,300.5,35000,48.1,61.4,51.22,-2.78,True,10.2,3,Surviving
W00657,Zomato,Bengaluru,1-2 years,Bike,21454.69,16566.69,2138.61,249,523,66.74,41.09,275.69,35000,38.7,52.7,66.53,12.53,False,10.0,1,Stable
W00658,Zomato,Chennai,6-12 months,Car,16567.87,8113.88,1780.75,259,488,30.71,33.76,309.15,35000,52.7,76.8,31.33,-22.67,True,10.7,3,Surviving
W00659,Zomato,Bengaluru,6-12 months,Bike,19156.11,14268.11,1749.39,269,460,53.04,41.6,338.19,35000,45.3,59.2,53.04,-0.96,True,9.1,3,Surviving
W00660,Zomato,Bengaluru,1-2 years,Bike,18777.78,13889.78,1821.04,256,461,54.13,40.84,312.0,35000,46.3,60.3,54.26,0.26,False,9.7,3,Surviving
W00661,Zomato,Bengaluru,1-2 years,Bike,22290.12,17402.12,2137.04,270,551,64.37,40.51,305.85,35000,36.3,50.3,64.45,10.45,False,9.6,1,Stable
W00662,Zomato,Hyderabad,1-2 years,Bike,18843.7,14163.7,1831.58,261,517,54.49,36.6,303.23,35000,46.2,59.5,54.27,0.27,False,9.7,3,Surviving
W00663,Zomato,Mumbai,6-12 months,Car,19446.83,10190.83,1931.52,254,452,39.79,42.98,309.27,35000,44.4,70.9,40.12,-13.88,True,9.9,3,Surviving
W00664,Zomato,Hyderabad,6-12 months,Bike,16414.75,11734.75,1386.36,249,449,46.54,36.41,303.73,35000,53.1,66.5,47.13,-6.87,True,8.4,3,Surviving
W00665,Zomato,Mumbai,< 6 months,Bike,17073.65,12003.65,1723.28,251,400,47.73,42.5,329.15,35000,51.2,65.7,47.82,-6.18,True,10.1,3,Surviving
W00666,Zomato,Mumbai,1-2 years,Bike,22696.89,17626.89,2066.3,258,522,69.1,43.5,292.46,35000,35.2,49.6,68.32,14.32,False,9.1,1,Stable
W00667,Zomato,Hyderabad,< 6 months,Car,14180.11,5730.67,1366.73,251,390,22.07,36.14,337.62,35000,59.5,83.6,22.83,-31.17,True,9.6,3,Surviving
W00668,Zomato,Bengaluru,< 6 months,Bike,15251.76,10363.76,1189.44,258,383,40.01,39.83,347.27,35000,56.4,70.4,40.17,-13.83,True,7.8,3,Surviving
W00669,Zomato,Chennai,1-2 years,Bike,18840.2,14212.2,1908.49,277,564,51.31,33.36,310.88,35000,46.2,59.4,51.31,-2.69,True,10.1,3,Surviving
W00670,Zomato,Hyderabad,2+ years,Bike,19052.13,14372.13,1747.65,248,533,56.75,35.63,274.88,35000,45.6,58.9,57.95,3.95,False,9.2,3,Surviving
W00671,Zomato,Mumbai,1-2 years,Bike,20188.34,15118.34,1704.97,257,481,58.67,41.91,307.38,35000,42.3,56.8,58.83,4.83,False,8.4,3,Surviving
W00672,Zomato,Mumbai,6-12 months,Bike,19382.17,14312.17,1713.94,263,453,54.13,42.7,329.92,35000,44.6,59.1,54.42,0.42,False,8.8,3,Surviving
W00673,Zomato,Delhi,6-12 months,Bike,18152.64,13160.64,1541.91,254,464,51.78,38.97,305.42,35000,48.1,62.4,51.81,-2.19,True,8.5,3,Surviving
W00674,Zomato,Hyderabad,2+ years,Bike,20829.9,16149.9,1952.53,260,566,61.05,36.56,281.58,35000,40.5,53.9,62.12,8.12,False,9.4,3,Surviving
W00675,Zomato,Bengaluru,< 6 months,Bike,16192.37,11348.71,1614.28,267,396,41.72,40.72,359.5,35000,53.7,67.6,42.5,-11.5,True,10.0,3,Surviving
W00676,Zomato,Hyderabad,2+ years,Bike,22125.63,17445.63,2178.51,260,600,66.4,36.92,267.85,35000,36.8,50.2,67.1,13.1,False,9.8,1,Stable
W00677,Zomato,Delhi,6-12 months,Car,19535.89,10486.35,1829.92,268,490,39.2,39.81,323.92,35000,44.2,70.0,39.13,-14.87,True,9.4,3,Surviving
W00678,Zomato,Hyderabad,2+ years,Bike,19564.57,14884.57,1894.49,253,528,58.83,37.07,280.96,35000,44.1,57.5,58.83,4.83,False,9.7,3,Surviving
W00679,Zomato,Hyderabad,< 6 months,Bike,13583.12,8903.12,1049.1,258,376,33.87,35.83,350.23,35000,61.2,74.6,34.51,-19.49,True,7.7,3,Surviving
W00680,Zomato,Hyderabad,1-2 years,Bike,19431.29,14751.29,1960.57,258,525,56.91,37.14,291.62,35000,44.5,57.9,57.18,3.18,False,10.1,3,Surviving
W00681,Zomato,Hyderabad,6-12 months,Bike,15271.27,10591.27,1365.9,243,423,43.05,36.03,307.58,35000,56.4,69.7,43.59,-10.41,True,8.9,3,Surviving
W00682,Zomato,Mumbai,6-12 months,Bike,20001.87,14931.87,1705.61,259,474,57.16,42.09,312.31,35000,42.9,57.3,57.65,3.65,False,8.5,3,Surviving
W00683,Zomato,Hyderabad,6-12 months,Bike,17357.05,12677.05,1463.89,262,482,47.92,35.98,318.81,35000,50.4,63.8,48.39,-5.61,True,8.4,3,Surviving
W00684,Zomato,Mumbai,< 6 months,Bicycle,16709.64,16189.64,1624.16,252,388,63.88,43.03,333.15,35000,52.3,53.7,64.24,10.24,False,9.7,1,Stable
W00685,Zomato,Mumbai,2+ years,Bike,26359.46,21289.46,2789.11,249,607,85.14,43.36,244.96,35000,24.7,39.2,85.5,31.5,False,10.6,1,Stable
W00686,Zomato,Chennai,6-12 months,Bike,16554.0,11926.0,1572.71,275,492,43.09,33.43,337.35,35000,52.7,65.9,43.37,-10.63,True,9.5,3,Surviving
W00687,Zomato,Hyderabad,2+ years,Car,20606.83,12052.83,2005.46,265,566,44.96,36.42,289.85,35000,41.1,65.6,45.48,-8.52,True,9.7,3,Surviving
W00688,Zomato,Bengaluru,6-12 months,Car,19482.31,10557.79,1786.43,264,478,39.52,40.49,317.81,35000,44.3,69.8,39.99,-14.01,True,9.2,3,Surviving
W00689,Zomato,Delhi,1-2 years,Bike,20208.67,15216.67,1883.33,252,525,60.38,38.52,283.81,35000,42.3,56.5,60.38,6.38,False,9.3,3,Surviving
W00690,Zomato,Hyderabad,6-12 months,Bicycle,16731.5,16211.5,1593.1,257,447,63.47,37.53,325.35,35000,52.2,53.7,63.08,9.08,False,9.5,3,Surviving
W00691,Zomato,Mumbai,6-12 months,Bike,18152.84,13082.84,1494.74,258,428,49.56,42.28,328.77,35000,48.1,62.6,50.71,-3.29,True,8.2,3,Surviving
W00692,Zomato,Hyderabad,6-12 months,Car,17735.79,9181.79,1763.89,257,490,34.62,36.17,305.38,35000,49.3,73.8,35.73,-18.27,True,9.9,3,Surviving
W00693,Zomato,Chennai,1-2 years,Bike,17773.83,13145.83,1650.71,258,531,50.31,33.42,290.85,35000,49.2,62.4,50.95,-3.05,True,9.3,3,Surviving
W00694,Zomato,Mumbai,6-12 months,Bicycle,19259.52,18739.52,1544.41,260,458,72.35,41.86,327.08,35000,45.0,46.5,72.08,18.08,False,8.0,1,Stable
W00695,Zomato,Mumbai,1-2 years,Bicycle,22008.43,21488.43,1985.5,264,519,81.12,42.49,301.12,35000,37.1,38.6,81.4,27.4,False,9.0,1,Stable
W00696,Zomato,Hyderabad,1-2 years,Bike,20822.27,16142.27,2062.09,268,559,60.29,37.08,298.85,35000,40.5,53.9,60.23,6.23,False,9.9,3,Surviving
W00697,Zomato,Bengaluru,1-2 years,Bike,23741.83,18853.83,2187.21,259,581,73.05,41.02,269.88,35000,32.2,46.1,72.79,18.79,False,9.2,1,Stable
W00698,Zomato,Hyderabad,1-2 years,Car,18918.54,10364.54,1494.74,262,522,39.33,36.17,302.08,35000,45.9,70.4,39.56,-14.44,True,7.9,3,Surviving
W00699,Zomato,Chennai,6-12 months,Bike,15075.53,10447.53,1419.31,266,449,39.01,33.43,337.46,35000,56.9,70.1,39.28,-14.72,True,9.4,3,Surviving
W00700,Zomato,Hyderabad,2+ years,Bike,19617.42,14937.42,1985.68,257,532,57.33,36.68,285.12,35000,44.0,57.3,58.12,4.12,False,10.1,3,Surviving
